EmployeeID,ManagerID,FirstName,MiddleName,LastName,JobTitle,NationalIDNumber,BirthDate,MaritalStatus,Gender,HireDate,PhoneNumber,EmailAddress
167,26,David,N,Johnson,Production Technician - WC30,498138869,12/3/1973 0:00,S,M,1/3/2003 0:00,166-555-0162,david1@adventure-works.com
224,25,William,S,Vong,Scheduling Assistant,621209647,12/8/1975 0:00,M,M,2/8/2003 0:00,148-555-0145,william0@adventure-works.com
190,26,Robert,J,Rounthwaite,Production Technician - WC45,456839592,4/1/1979 0:00,S,M,3/6/2003 0:00,589-555-0147,robert0@adventure-works.com
143,26,Krishna,,Sunkammurali,Production Technician - WC20,56772045,10/6/1965 0:00,S,M,3/16/2004 0:00,491-555-0183,krishna0@safe-mail.net
247,249,Janet,L,Sheperdigian,Accounts Payable Specialist,519756660,4/9/1973 0:00,M,F,4/2/2003 0:00,393-555-0186,janet0@safe-mail.net
76,26,Carol,M,Philips,Production Technician - WC30,227319668,11/18/1982 0:00,M,F,3/16/2003 0:00,609-555-0153,carol0@aol.com
137,26,Anibal,T,Sousa,Production Technician - WC20,63761469,10/6/1968 0:00,S,F,3/27/2003 0:00,106-555-0120,anibal0@safe-mail.net
234,1,Laura,F,Norman,Chief Financial Officer,184188301,2/6/1970 0:00,M,F,3/4/2003 0:00,615-555-0110,laura1@adventure-works.com
20,16,Wanida,M,Benshoof,Marketing Assistant,323403273,4/17/1969 0:00,M,F,2/7/2005 0:00,708-555-0141,wanida0@adventure-works.com
159,26,Terrence,W,Earls,Production Technician - WC20,404159499,1/9/1979 0:00,S,M,3/20/2003 0:00,110-555-0115,terrence0@gmail.com
7,25,Dylan,A,Miller,Research and Development Manager,134969118,3/27/1981 0:00,M,M,3/12/2003 0:00,181-555-0156,dylan0@adventure-works.com
139,26,Hung-Fu,T,Ting,Production Technician - WC20,113393530,11/23/1965 0:00,S,M,2/7/2004 0:00,497-555-0181,hung-fu0@adventure-works.com
40,26,JoLynn,M,Dobney,Production Supervisor - WC60,309738752,2/16/1950 0:00,S,F,1/26/2002 0:00,903-555-0145,jolynn0@adventure-works.com
193,26,Alejandro,E,McGuel,Production Technician - WC40,761597760,1/6/1983 0:00,S,M,1/7/2003 0:00,668-555-0130,alejandro0@adventure-works.com
183,26,Barbara,S,Decker,Production Technician - WC20,969985265,8/2/1973 0:00,M,F,2/23/2003 0:00,119-555-0192,barbara0@adventure-works.com
15,25,Sharon,B,Salavaria,Design Engineer,56920285,6/3/1955 0:00,M,F,2/18/2005 0:00,970-555-0138,sharon0@safe-mail.net
87,26,Cristian,K,Petculescu,Production Supervisor - WC10,7201901,5/13/1978 0:00,M,M,1/23/2003 0:00,434-555-0133,cristian0@aol.com
142,26,Olinda,C,Turner,Production Technician - WC20,163347032,5/5/1964 0:00,S,F,4/4/2004 0:00,306-555-0186,olinda0@adventure-works.com
201,26,Brian,T,Lloyd,Production Technician - WC40,746201340,3/14/1971 0:00,S,M,3/2/2003 0:00,110-555-0182,brian0@adventure-works.com
128,26,Paul,B,Komosinski,Production Technician - WC40,384162788,12/15/1974 0:00,S,M,1/5/2003 0:00,147-555-0160,paul0@hotmail.com
153,26,Hanying,P,Feng,Production Technician - WC20,568596888,11/16/1968 0:00,S,M,1/17/2003 0:00,319-555-0139,hanying0@adventure-works.com
45,26,Thomas,R,Michaels,Production Technician - WC60,500412746,2/11/1980 0:00,M,M,3/30/2003 0:00,278-555-0118,thomas0@adventure-works.com
141,26,Min,G,Su,Production Technician - WC20,872923042,10/11/1968 0:00,M,M,2/25/2004 0:00,590-555-0152,min0@safe-mail.net
208,26,Scott,R,Gode,Production Technician - WC45,199546871,3/13/1981 0:00,M,M,2/9/2003 0:00,391-555-0138,scott0@adventure-works.com
264,263,Stephanie,A,Conroy,Network Manager,858323870,4/26/1978 0:00,S,F,3/8/2003 0:00,594-555-0110,stephanie0@adventure-works.com
58,26,Kendall,C,Keil,Production Technician - WC50,571658797,6/30/1980 0:00,M,M,1/6/2003 0:00,138-555-0128,kendall0@hotmail.com
285,273,Syed,E,Abbas,Pacific Sales Manager,481044938,2/11/1969 0:00,M,M,4/15/2007 0:00,926-555-0182,syed0@yahoo.com
64,26,Michael,J,Zwilling,Production Technician - WC60,582347317,10/7/1967 0:00,S,M,3/26/2004 0:00,582-555-0148,michael7@adventure-works.com
2,1,Terri,Lee,Duffy,Vice President of Engineering,245797967,9/1/1965 0:00,S,F,3/3/2002 0:00,819-555-0175,terri0@adventure-works.com
195,26,Kevin,H,Liu,Production Technician - WC40,918737118,1/26/1980 0:00,S,M,1/18/2003 0:00,714-555-0138,kevin1@adventure-works.com
94,26,Russell,,Hunter,Production Technician - WC50,718299860,12/27/1966 0:00,M,M,1/13/2003 0:00,786-555-0144,russell0@adventure-works.com
242,249,Deborah,E,Poe,Accounts Receivable Specialist,363923697,4/7/1970 0:00,M,F,1/19/2003 0:00,602-555-0194,deborah0@aol.com
237,235,Hao,O,Chen,Human Resources Administrative Assistant,416679555,5/19/1971 0:00,S,M,3/10/2003 0:00,806-555-0136,hao0@adventure-works.com
157,26,Linda,A,Randall,Production Technician - WC20,812797414,11/6/1971 0:00,S,F,3/7/2003 0:00,696-555-0157,linda1@adventure-works.com
28,26,Guy,R,Gilbert,Production Technician - WC60,14417807,5/15/1976 0:00,M,M,7/31/2000 0:00,320-555-0195,guy1@adventure-works.com
191,26,Lionel,C,Penuchot,Production Technician - WC45,399658727,4/15/1982 0:00,S,M,3/30/2003 0:00,450-555-0152,lionel0@aol.com
273,1,Brian,S,Welcker,Vice President of Sales,112432117,7/8/1971 0:00,S,M,3/18/2005 0:00,716-555-0127,brian3@aol.com
9,25,Gigi,N,Matthew,Research and Development Engineer,658797903,2/21/1973 0:00,M,F,2/17/2003 0:00,185-555-0186,gigi0@adventure-works.com
43,26,Nancy,A,Anderson,Production Technician - WC60,693325305,12/21/1982 0:00,M,F,2/3/2003 0:00,970-555-0118,nancy0@yahoo.com
33,26,Annik,O,Stahl,Production Technician - WC60,801758002,1/27/1971 0:00,M,M,1/18/2003 0:00,499-555-0125,annik0@safe-mail.net
17,16,Kevin,F,Brown,Marketing Assistant,253022876,6/3/1981 0:00,S,M,2/26/2001 0:00,150-555-0189,kevin0@adventure-works.com
136,26,Sylvester,A,Valdez,Production Technician - WC20,701156975,12/13/1964 0:00,M,M,1/12/2004 0:00,492-555-0174,sylvester0@adventure-works.com
173,26,Eugene,R,Zabokritski,Production Technician - WC30,87268837,8/15/1981 0:00,S,M,2/22/2003 0:00,241-555-0191,eugene0@adventure-works.com
216,25,Sean,P,Alexander,Quality Assurance Technician,403414852,4/7/1970 0:00,S,M,1/29/2003 0:00,420-555-0173,sean0@yahoo.com
277,274,Jillian,,Carson,Sales Representative,615389812,9/29/1956 0:00,S,F,7/1/2005 0:00,517-555-0117,jillian0@adventure-works.com
35,26,Brandon,G,Heidepriem,Production Technician - WC60,999440576,2/11/1971 0:00,M,M,3/12/2003 0:00,429-555-0137,brandon0@adventure-works.com
228,227,Christian,E,Kleinerman,Maintenance Supervisor,553069203,2/18/1970 0:00,M,M,1/15/2003 0:00,846-555-0157,christian0@hotmail.com
223,25,Sairaj,L,Uddin,Scheduling Assistant,981495526,1/22/1982 0:00,M,M,2/27/2003 0:00,500-555-0159,sairaj0@adventure-works.com
100,26,Lolan,B,Song,Production Technician - WC50,204035155,2/25/1967 0:00,M,M,2/13/2003 0:00,582-555-0178,lolan0@safe-mail.net
275,274,Michael,G,Blythe,Sales Representative,841560125,1/26/1963 0:00,S,M,7/1/2005 0:00,257-555-0154,michael9@adventure-works.com
85,26,Brian,Richard,Goldstein,Production Technician - WC40,1662732,1/23/1965 0:00,S,M,1/12/2004 0:00,730-555-0117,brian2@adventure-works.com
61,26,Diane,H,Tibbott,Production Technician - WC50,92096924,9/10/1983 0:00,S,F,2/19/2003 0:00,361-555-0180,diane2@adventure-works.com
106,26,John,T,Kane,Production Technician - WC10,561196580,10/29/1980 0:00,S,M,3/30/2004 0:00,254-555-0114,john4@hotmail.com
200,26,Frank,T,Lee,Production Technician - WC40,749211824,10/7/1981 0:00,M,M,2/18/2003 0:00,158-555-0191,frank0@adventure-works.com
279,274,Tsvi,Michael,Reiter,Sales Representative,716374314,2/19/1968 0:00,M,M,7/1/2005 0:00,664-555-0112,tsvi0@adventure-works.com
146,26,Jian Shuo,,Wang,Production Technician - WC30,160739235,8/27/1977 0:00,S,M,1/8/2003 0:00,952-555-0178,jianshuo0@aol.com
103,26,Ebru,N,Ersan,Production Technician - WC10,455563743,10/23/1980 0:00,S,M,1/7/2004 0:00,202-555-0187,ebru0@gmail.com
73,26,Carole,M,Poland,Production Technician - WC30,138280935,11/19/1977 0:00,M,F,1/20/2003 0:00,688-555-0192,carole0@aol.com
185,26,Stefen,A,Hesse,Production Technician - WC20,621932914,1/21/1970 0:00,S,M,4/1/2003 0:00,165-555-0113,stefen0@adventure-works.com
37,26,Chris,O,Okelberry,Production Technician - WC60,442121106,9/7/1980 0:00,S,M,4/8/2003 0:00,315-555-0144,chris2@adventure-works.com
215,25,Mark,L,Harrington,Quality Assurance Technician,381772114,5/31/1980 0:00,S,M,2/16/2003 0:00,147-555-0179,mark0@adventure-works.com
179,26,Jan,S,Miksovsky,Production Technician - WC30,587567941,12/16/1968 0:00,S,M,4/6/2003 0:00,139-555-0131,jan0@adventure-works.com
91,26,Kimberly,B,Zimmerman,Production Technician - WC10,390124815,10/14/1980 0:00,S,F,2/13/2004 0:00,123-555-0167,kimberly0@adventure-works.com
21,16,Terry,J,Eminhizer,Marketing Specialist,243322160,3/7/1980 0:00,M,M,4/3/2003 0:00,138-555-0118,terry0@gmail.com
207,26,Greg,F,Alderson,Production Technician - WC45,687685941,11/18/1964 0:00,S,M,1/3/2003 0:00,332-555-0150,greg0@yahoo.com
82,26,Jack,T,Creasey,Production Technician - WC40,58791499,9/30/1967 0:00,S,M,4/3/2004 0:00,521-555-0113,jack1@adventure-works.com
254,250,Fukiko,J,Ogisu,Buyer,482810518,12/25/1964 0:00,M,M,2/5/2004 0:00,520-555-0177,fukiko0@adventure-works.com
67,26,Jay,G,Adams,Production Technician - WC60,63179277,3/14/1970 0:00,S,M,4/6/2003 0:00,407-555-0165,jay0@yahoo.com
262,234,David,M,Barber,Assistant to the Chief Financial Officer,231203233,7/23/1958 0:00,S,M,2/13/2003 0:00,477-555-0132,david5@adventure-works.com
53,26,Diane,R,Glimp,Production Technician - WC10,9659517,4/30/1950 0:00,M,F,4/29/2002 0:00,202-555-0151,diane0@adventure-works.com
282,274,José,Edvaldo,Saraiva,Sales Representative,399771412,1/11/1958 0:00,M,M,10/1/2005 0:00,185-555-0169,josé1@safe-mail.net
169,26,Susan,A,Metters,Production Technician - WC30,351069889,5/3/1977 0:00,S,F,1/15/2003 0:00,639-555-0164,susan1@adventure-works.com
209,26,Kathie,E,Flood,Production Technician - WC45,167554340,12/2/1984 0:00,M,F,2/28/2003 0:00,446-555-0118,kathie0@adventure-works.com
50,26,Sidney,M,Higa,Production Technician - WC10,844973625,10/1/1950 0:00,M,M,3/5/2002 0:00,424-555-0189,sidney0@adventure-works.com
222,25,A.  Scott,,Wright,Master Scheduler,685233686,10/19/1962 0:00,S,M,1/13/2003 0:00,992-555-0194,ascott0@aol.com
70,26,David,J,Ortiz,Production Technician - WC60,36151748,1/30/1979 0:00,M,M,1/16/2003 0:00,712-555-0119,david2@adventure-works.com
219,25,Sean,N,Chai,Document Control Assistant,242381745,4/12/1981 0:00,S,M,2/23/2003 0:00,205-555-0132,sean1@adventure-works.com
148,26,Jason,M,Watters,Production Technician - WC30,733022683,1/8/1983 0:00,S,M,2/15/2003 0:00,571-555-0179,jason0@aol.com
140,26,Prasanna,E,Samarawickrama,Production Technician - WC20,339233463,6/1/1947 0:00,M,M,2/23/2004 0:00,129-555-0199,prasanna0@safe-mail.net
290,287,Ranjit,R,Varkey Chudukatil,Sales Representative,134219713,10/31/1969 0:00,S,M,7/1/2006 0:00,1 (11) 500 555-0117,ranjit0@adventure-works.com
5,25,Gail,A,Erickson,Design Engineer,695256908,10/29/1946 0:00,M,F,2/6/2002 0:00,849-555-0139,gail0@gmail.com
252,250,Arvind,B,Rao,Buyer,792847334,9/21/1968 0:00,M,M,4/1/2003 0:00,848-555-0163,arvind0@adventure-works.com
266,263,Peter,I,Connelly,Network Administrator,672243793,6/29/1974 0:00,S,M,3/27/2003 0:00,310-555-0133,peter1@adventure-works.com
233,227,Magnus,E,Hedlund,Facilities Administrative Assistant,552560652,9/27/1965 0:00,M,M,1/22/2004 0:00,583-555-0182,magnus0@adventure-works.com
83,26,Patrick,M,Cook,Production Technician - WC40,988315686,1/24/1968 0:00,M,M,3/15/2004 0:00,425-555-0117,patrick1@adventure-works.com
251,250,Mikael,Q,Sandberg,Buyer,603686790,9/18/1978 0:00,S,M,3/14/2003 0:00,309-555-0170,mikael0@safe-mail.net
241,249,David,J,Liu,Accounts Manager,30845,8/8/1977 0:00,M,M,3/3/2003 0:00,646-555-0185,david6@adventure-works.com
25,1,James,R,Hamilton,Vice President of Production,519899904,2/7/1977 0:00,S,M,3/7/2003 0:00,870-555-0122,james1@adventure-works.com
108,26,Jinghao,K,Liu,Production Supervisor - WC50,630184120,3/9/1983 0:00,S,M,1/9/2003 0:00,794-555-0159,jinghao0@adventure-works.com
239,235,Mindy,C,Martin,Benefits Specialist,619308550,12/22/1978 0:00,M,F,1/26/2003 0:00,522-555-0147,mindy0@adventure-works.com
27,26,Jo,A,Brown,Production Supervisor - WC60,446466105,11/9/1950 0:00,S,F,3/30/2002 0:00,632-555-0129,jo0@adventure-works.com
186,26,Shane,S,Kim,Production Supervisor - WC45,551834634,6/24/1984 0:00,S,M,3/12/2003 0:00,810-555-0178,shane0@hotmail.com
38,26,Kim,B,Abercrombie,Production Technician - WC60,6298838,1/14/1961 0:00,M,F,2/17/2004 0:00,208-555-0114,kim1@yahoo.com
154,26,Raymond,K,Sam,Production Technician - WC20,97728960,4/2/1961 0:00,M,M,1/24/2003 0:00,226-555-0197,raymond0@safe-mail.net
114,26,Mindaugas,J,Krapauskas,Production Technician - WC50,342607223,6/7/1972 0:00,M,M,2/14/2003 0:00,637-555-0120,mindaugas0@hotmail.com
123,250,Vamsi,N,Kuppa,Shipping and Receiving Clerk,337752649,4/19/1971 0:00,M,M,1/8/2003 0:00,937-555-0137,vamsi0@hotmail.com
29,26,Mark,K,McArthur,Production Technician - WC60,948320468,10/26/1973 0:00,S,M,2/24/2003 0:00,417-555-0154,mark1@adventure-works.com
101,26,Houman,N,Pournasseh,Production Technician - WC50,153288994,9/30/1965 0:00,M,M,2/26/2003 0:00,180-555-0136,houman0@aol.com
221,25,Chris,K,Norred,Control Specialist,260805477,6/26/1981 0:00,M,M,4/7/2003 0:00,575-555-0126,chris1@adventure-works.com
18,16,John,L,Wood,Marketing Specialist,222969461,4/6/1972 0:00,S,M,3/10/2005 0:00,486-555-0150,john5@aol.com
46,26,Eugene,O,Kogan,Production Technician - WC60,66073987,3/13/1970 0:00,S,M,3/12/2003 0:00,173-555-0179,eugene1@hotmail.com
202,26,Tawana,G,Nusbaum,Production Technician - WC40,436757988,12/12/1983 0:00,S,M,3/9/2003 0:00,368-555-0113,tawana0@adventure-works.com
289,287,Jae,B,Pak,Sales Representative,668991357,4/18/1962 0:00,M,F,7/1/2006 0:00,1 (11) 500 555-0145,jae0@aol.co.uk
288,287,Rachel,B,Valdez,Sales Representative,954276278,8/9/1969 0:00,S,F,7/1/2007 0:00,1 (11) 500 555-0140,rachel0@adventure-works.com
999,1,Chadwick,,Smith,BI Professor,123456789,7/5/1967 0:00,M,M,1/1/2004 0:00,555-887-9788,chadwick.smith@rentpath.com
