EmployeeID,ManagerID,FirstName,MiddleName,LastName,Suffix,JobTitle,NationalIDNumber,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,PhoneNumber,PhoneNumberType,EmailAddress
256,250,Frank,S,Pellow,,Buyer,367453993,1946-06-13,M,M,2/24/2004 0:00,0,58,49,163-555-0147,Cell,frank2@aol.com
129,26,Gary,W,Yukish,,Production Technician - WC40,502058701,1982-06-17,S,M,1/23/2003 0:00,0,69,54,901-555-0125,Cell,gary0@adventure-works.com
105,26,Kevin,M,Homer,,Production Technician - WC10,801365500,1980-10-20,S,M,1/26/2004 0:00,0,90,65,555-555-0113,Work,kevin2@adventure-works.com
253,250,Linda,P,Meisner,,Buyer,407505660,1964-12-31,M,F,1/18/2004 0:00,0,56,48,916-555-0165,Cell,linda2@adventure-works.com
261,250,Reinout,N,Hillmann,,Purchasing Assistant,280633567,1972-02-18,M,M,1/25/2005 0:00,0,51,45,370-555-0163,Work,reinout0@adventure-works.com
19,16,Mary,A,Dempsey,,Marketing Assistant,52541318,1972-03-01,S,F,3/17/2005 0:00,0,43,41,124-555-0114,Cell,mary2@adventure-works.com
280,274,Pamela,O,Ansman-Wolfe,,Sales Representative,61161660,1969-01-06,S,F,10/1/2005 0:00,1,22,31,340-555-0193,Cell,pamela0@yahoo.com
260,250,Annette,L,Hill,,Purchasing Assistant,437296311,1972-03-01,M,F,1/6/2005 0:00,0,50,45,125-555-0196,Cell,annette0@adventure-works.com
59,26,Bob,N,Hohman,,Production Technician - WC50,843479922,1973-09-16,S,M,1/25/2003 0:00,0,12,26,611-555-0116,Work,bob0@adventure-works.com
206,26,Stuart,V,Munson,,Production Technician - WC45,835460180,1956-10-14,S,M,1/3/2003 0:00,0,84,62,413-555-0136,Cell,stuart0@adventure-works.com
71,26,Michael,Sean,Ray,,Production Supervisor - WC30,578935259,1983-03-02,S,M,3/19/2003 0:00,0,70,55,156-555-0199,Cell,michael3@adventure-works.com
14,25,Michael,I,Sullivan,,Senior Design Engineer,42487730,1973-07-17,S,M,1/30/2005 0:00,1,3,21,465-555-0156,Cell,michael8@safe-mail.net
102,26,Zheng,W,Mu,,Production Supervisor - WC10,360868122,1977-11-26,S,M,1/4/2003 0:00,0,66,53,113-555-0173,Cell,zheng0@adventure-works.com
265,263,Ashvini,R,Sharma,,Network Administrator,749389530,1971-04-28,S,M,1/5/2003 0:00,0,70,55,656-555-0119,Work,ashvini0@safe-mail.net
47,26,Andrew,R,Hill,,Production Supervisor - WC10,33237992,1982-10-08,S,M,3/26/2003 0:00,0,65,52,908-555-0159,Cell,andrew0@adventure-works.com
165,26,Chris,T,Preston,,Production Technician - WC45,539490372,1983-01-17,M,M,2/23/2003 0:00,0,76,58,200-555-0112,Cell,chris0@aol.com
167,26,David,N,Johnson,,Production Technician - WC30,498138869,1973-12-03,S,M,1/3/2003 0:00,0,25,32,166-555-0162,Cell,david1@adventure-works.com
224,25,William,S,Vong,,Scheduling Assistant,621209647,1975-12-08,M,M,2/8/2003 0:00,0,45,42,148-555-0145,Cell,william0@adventure-works.com
190,26,Robert,J,Rounthwaite,,Production Technician - WC45,456839592,1979-04-01,S,M,3/6/2003 0:00,0,82,61,589-555-0147,Cell,robert0@adventure-works.com
143,26,Krishna,,Sunkammurali,,Production Technician - WC20,56772045,1965-10-06,S,M,3/16/2004 0:00,0,2,21,491-555-0183,Cell,krishna0@safe-mail.net
247,249,Janet,L,Sheperdigian,,Accounts Payable Specialist,519756660,1973-04-09,M,F,4/2/2003 0:00,0,64,52,393-555-0186,Work,janet0@safe-mail.net
76,26,Carol,M,Philips,,Production Technician - WC30,227319668,1982-11-18,M,F,3/16/2003 0:00,0,45,42,609-555-0153,Cell,carol0@aol.com
137,26,Anibal,T,Sousa,,Production Technician - WC20,63761469,1968-10-06,S,F,3/27/2003 0:00,0,8,24,106-555-0120,Work,anibal0@safe-mail.net
234,1,Laura,F,Norman,,Chief Financial Officer,184188301,1970-02-06,M,F,3/4/2003 0:00,1,0,20,615-555-0110,Cell,laura1@adventure-works.com
20,16,Wanida,M,Benshoof,,Marketing Assistant,323403273,1969-04-17,M,F,2/7/2005 0:00,0,41,40,708-555-0141,Work,wanida0@adventure-works.com
159,26,Terrence,W,Earls,,Production Technician - WC20,404159499,1979-01-09,S,M,3/20/2003 0:00,0,13,26,110-555-0115,Work,terrence0@gmail.com
7,25,Dylan,A,Miller,,Research and Development Manager,134969118,1981-03-27,M,M,3/12/2003 0:00,1,61,50,181-555-0156,Work,dylan0@adventure-works.com
139,26,Hung-Fu,T,Ting,,Production Technician - WC20,113393530,1965-11-23,S,M,2/7/2004 0:00,0,0,20,497-555-0181,Cell,hung-fu0@adventure-works.com
40,26,JoLynn,M,Dobney,,Production Supervisor - WC60,309738752,1950-02-16,S,F,1/26/2002 0:00,0,82,61,903-555-0145,Work,jolynn0@adventure-works.com
193,26,Alejandro,E,McGuel,,Production Technician - WC40,761597760,1983-01-06,S,M,1/7/2003 0:00,0,52,46,668-555-0130,Work,alejandro0@adventure-works.com
183,26,Barbara,S,Decker,,Production Technician - WC20,969985265,1973-08-02,M,F,2/23/2003 0:00,0,17,28,119-555-0192,Cell,barbara0@adventure-works.com
15,25,Sharon,B,Salavaria,,Design Engineer,56920285,1955-06-03,M,F,2/18/2005 0:00,1,4,22,970-555-0138,Cell,sharon0@safe-mail.net
87,26,Cristian,K,Petculescu,,Production Supervisor - WC10,7201901,1978-05-13,M,M,1/23/2003 0:00,0,67,53,434-555-0133,Cell,cristian0@aol.com
142,26,Olinda,C,Turner,,Production Technician - WC20,163347032,1964-05-05,S,F,4/4/2004 0:00,0,3,21,306-555-0186,Cell,olinda0@adventure-works.com
201,26,Brian,T,Lloyd,,Production Technician - WC40,746201340,1971-03-14,S,M,3/2/2003 0:00,0,55,47,110-555-0182,Cell,brian0@adventure-works.com
128,26,Paul,B,Komosinski,,Production Technician - WC40,384162788,1974-12-15,S,M,1/5/2003 0:00,0,68,54,147-555-0160,Work,paul0@hotmail.com
153,26,Hanying,P,Feng,,Production Technician - WC20,568596888,1968-11-16,S,M,1/17/2003 0:00,0,15,27,319-555-0139,Work,hanying0@adventure-works.com
45,26,Thomas,R,Michaels,,Production Technician - WC60,500412746,1980-02-11,M,M,3/30/2003 0:00,0,37,38,278-555-0118,Cell,thomas0@adventure-works.com
141,26,Min,G,Su,,Production Technician - WC20,872923042,1968-10-11,M,M,2/25/2004 0:00,0,1,20,590-555-0152,Work,min0@safe-mail.net
208,26,Scott,R,Gode,,Production Technician - WC45,199546871,1981-03-13,M,M,2/9/2003 0:00,0,86,63,391-555-0138,Cell,scott0@adventure-works.com
264,263,Stephanie,A,Conroy,,Network Manager,858323870,1978-04-26,S,F,3/8/2003 0:00,1,68,54,594-555-0110,Work,stephanie0@adventure-works.com
58,26,Kendall,C,Keil,,Production Technician - WC50,571658797,1980-06-30,M,M,1/6/2003 0:00,0,11,25,138-555-0128,Work,kendall0@hotmail.com
285,273,Syed,E,Abbas,,Pacific Sales Manager,481044938,1969-02-11,M,M,4/15/2007 0:00,1,20,30,926-555-0182,Work,syed0@yahoo.com
64,26,Michael,J,Zwilling,,Production Technician - WC60,582347317,1967-10-07,S,M,3/26/2004 0:00,0,26,33,582-555-0148,Cell,michael7@adventure-works.com
2,1,Terri,Lee,Duffy,,Vice President of Engineering,245797967,1965-09-01,S,F,3/3/2002 0:00,1,1,20,819-555-0175,Work,terri0@adventure-works.com
195,26,Kevin,H,Liu,,Production Technician - WC40,918737118,1980-01-26,S,M,1/18/2003 0:00,0,58,49,714-555-0138,Work,kevin1@adventure-works.com
94,26,Russell,,Hunter,,Production Technician - WC50,718299860,1966-12-27,M,M,1/13/2003 0:00,0,6,23,786-555-0144,Work,russell0@adventure-works.com
242,249,Deborah,E,Poe,,Accounts Receivable Specialist,363923697,1970-04-07,M,F,1/19/2003 0:00,0,60,50,602-555-0194,Cell,deborah0@aol.com
237,235,Hao,O,Chen,,Human Resources Administrative Assistant,416679555,1971-05-19,S,M,3/10/2003 0:00,0,52,46,806-555-0136,Work,hao0@adventure-works.com
157,26,Linda,A,Randall,,Production Technician - WC20,812797414,1971-11-06,S,F,3/7/2003 0:00,0,12,26,696-555-0157,Work,linda1@adventure-works.com
28,26,Guy,R,Gilbert,,Production Technician - WC60,14417807,1976-05-15,M,M,7/31/2000 0:00,0,21,30,320-555-0195,Work,guy1@adventure-works.com
191,26,Lionel,C,Penuchot,,Production Technician - WC45,399658727,1982-04-15,S,M,3/30/2003 0:00,0,78,59,450-555-0152,Cell,lionel0@aol.com
273,1,Brian,S,Welcker,,Vice President of Sales,112432117,1971-07-08,S,M,3/18/2005 0:00,1,10,25,716-555-0127,Cell,brian3@aol.com
9,25,Gigi,N,Matthew,,Research and Development Engineer,658797903,1973-02-21,M,F,2/17/2003 0:00,1,63,51,185-555-0186,Cell,gigi0@adventure-works.com
43,26,Nancy,A,Anderson,,Production Technician - WC60,693325305,1982-12-21,M,F,2/3/2003 0:00,0,34,37,970-555-0118,Cell,nancy0@yahoo.com
33,26,Annik,O,Stahl,,Production Technician - WC60,801758002,1971-01-27,M,M,1/18/2003 0:00,0,17,28,499-555-0125,Work,annik0@safe-mail.net
17,16,Kevin,F,Brown,,Marketing Assistant,253022876,1981-06-03,S,M,2/26/2001 0:00,0,42,41,150-555-0189,Cell,kevin0@adventure-works.com
136,26,Sylvester,A,Valdez,,Production Technician - WC20,701156975,1964-12-13,M,M,1/12/2004 0:00,0,4,22,492-555-0174,Cell,sylvester0@adventure-works.com
173,26,Eugene,R,Zabokritski,,Production Technician - WC30,87268837,1981-08-15,S,M,2/22/2003 0:00,0,33,36,241-555-0191,Cell,eugene0@adventure-works.com
216,25,Sean,P,Alexander,,Quality Assurance Technician,403414852,1970-04-07,S,M,1/29/2003 0:00,0,82,61,420-555-0173,Cell,sean0@yahoo.com
277,274,Jillian,,Carson,,Sales Representative,615389812,1956-09-29,S,F,7/1/2005 0:00,1,24,32,517-555-0117,Work,jillian0@adventure-works.com
35,26,Brandon,G,Heidepriem,,Production Technician - WC60,999440576,1971-02-11,M,M,3/12/2003 0:00,0,22,31,429-555-0137,Cell,brandon0@adventure-works.com
228,227,Christian,E,Kleinerman,,Maintenance Supervisor,553069203,1970-02-18,M,M,1/15/2003 0:00,1,92,66,846-555-0157,Cell,christian0@hotmail.com
223,25,Sairaj,L,Uddin,,Scheduling Assistant,981495526,1982-01-22,M,M,2/27/2003 0:00,0,46,43,500-555-0159,Cell,sairaj0@adventure-works.com
100,26,Lolan,B,Song,,Production Technician - WC50,204035155,1967-02-25,M,M,2/13/2003 0:00,0,7,23,582-555-0178,Cell,lolan0@safe-mail.net
275,274,Michael,G,Blythe,,Sales Representative,841560125,1963-01-26,S,M,7/1/2005 0:00,1,38,39,257-555-0154,Cell,michael9@adventure-works.com
85,26,Brian,Richard,Goldstein,,Production Technician - WC40,1662732,1965-01-23,S,M,1/12/2004 0:00,0,63,51,730-555-0117,Cell,brian2@adventure-works.com
61,26,Diane,H,Tibbott,,Production Technician - WC50,92096924,1983-09-10,S,F,2/19/2003 0:00,0,8,24,361-555-0180,Work,diane2@adventure-works.com
106,26,John,T,Kane,,Production Technician - WC10,561196580,1980-10-29,S,M,3/30/2004 0:00,0,92,66,254-555-0114,Work,john4@hotmail.com
200,26,Frank,T,Lee,,Production Technician - WC40,749211824,1981-10-07,M,M,2/18/2003 0:00,0,56,48,158-555-0191,Cell,frank0@adventure-works.com
279,274,Tsvi,Michael,Reiter,,Sales Representative,716374314,1968-02-19,M,M,7/1/2005 0:00,1,29,34,664-555-0112,Work,tsvi0@adventure-works.com
146,26,Jian Shuo,,Wang,,Production Technician - WC30,160739235,1977-08-27,S,M,1/8/2003 0:00,0,36,38,952-555-0178,Cell,jianshuo0@aol.com
103,26,Ebru,N,Ersan,,Production Technician - WC10,455563743,1980-10-23,S,M,1/7/2004 0:00,0,93,66,202-555-0187,Cell,ebru0@gmail.com
73,26,Carole,M,Poland,,Production Technician - WC30,138280935,1977-11-19,M,F,1/20/2003 0:00,0,42,41,688-555-0192,Cell,carole0@aol.com
185,26,Stefen,A,Hesse,,Production Technician - WC20,621932914,1970-01-21,S,M,4/1/2003 0:00,0,19,29,165-555-0113,Cell,stefen0@adventure-works.com
37,26,Chris,O,Okelberry,,Production Technician - WC60,442121106,1980-09-07,S,M,4/8/2003 0:00,0,16,28,315-555-0144,Cell,chris2@adventure-works.com
215,25,Mark,L,Harrington,,Quality Assurance Technician,381772114,1980-05-31,S,M,2/16/2003 0:00,0,83,61,147-555-0179,Cell,mark0@adventure-works.com
179,26,Jan,S,Miksovsky,,Production Technician - WC30,587567941,1968-12-16,S,M,4/6/2003 0:00,0,30,35,139-555-0131,Work,jan0@adventure-works.com
91,26,Kimberly,B,Zimmerman,,Production Technician - WC10,390124815,1980-10-14,S,F,2/13/2004 0:00,0,95,67,123-555-0167,Work,kimberly0@adventure-works.com
21,16,Terry,J,Eminhizer,,Marketing Specialist,243322160,1980-03-07,M,M,4/3/2003 0:00,0,44,42,138-555-0118,Cell,terry0@gmail.com
207,26,Greg,F,Alderson,,Production Technician - WC45,687685941,1964-11-18,S,M,1/3/2003 0:00,0,85,62,332-555-0150,Work,greg0@yahoo.com
82,26,Jack,T,Creasey,,Production Technician - WC40,58791499,1967-09-30,S,M,4/3/2004 0:00,0,62,51,521-555-0113,Cell,jack1@adventure-works.com
254,250,Fukiko,J,Ogisu,,Buyer,482810518,1964-12-25,M,M,2/5/2004 0:00,0,57,48,520-555-0177,Work,fukiko0@adventure-works.com
67,26,Jay,G,Adams,,Production Technician - WC60,63179277,1970-03-14,S,M,4/6/2003 0:00,0,32,36,407-555-0165,Work,jay0@yahoo.com
262,234,David,M,Barber,,Assistant to the Chief Financial Officer,231203233,1958-07-23,S,M,2/13/2003 0:00,0,56,48,477-555-0132,Work,david5@adventure-works.com
53,26,Diane,R,Glimp,,Production Technician - WC10,9659517,1950-04-30,M,F,4/29/2002 0:00,0,87,63,202-555-0151,Cell,diane0@adventure-works.com
282,274,José,Edvaldo,Saraiva,,Sales Representative,399771412,1958-01-11,M,M,10/1/2005 0:00,1,31,35,185-555-0169,Work,josé1@safe-mail.net
169,26,Susan,A,Metters,,Production Technician - WC30,351069889,1977-05-03,S,F,1/15/2003 0:00,0,31,35,639-555-0164,Cell,susan1@adventure-works.com
209,26,Kathie,E,Flood,,Production Technician - WC45,167554340,1984-12-02,M,F,2/28/2003 0:00,0,87,63,446-555-0118,Work,kathie0@adventure-works.com
50,26,Sidney,M,Higa,,Production Technician - WC10,844973625,1950-10-01,M,M,3/5/2002 0:00,0,84,62,424-555-0189,Work,sidney0@adventure-works.com
222,25,A.  Scott,,Wright,,Master Scheduler,685233686,1962-10-19,S,M,1/13/2003 0:00,0,44,42,992-555-0194,Cell,ascott0@aol.com
70,26,David,J,Ortiz,,Production Technician - WC60,36151748,1979-01-30,M,M,1/16/2003 0:00,0,33,36,712-555-0119,Work,david2@adventure-works.com
219,25,Sean,N,Chai,,Document Control Assistant,242381745,1981-04-12,S,M,2/23/2003 0:00,0,78,59,205-555-0132,Cell,sean1@adventure-works.com
148,26,Jason,M,Watters,,Production Technician - WC30,733022683,1983-01-08,S,M,2/15/2003 0:00,0,38,39,571-555-0179,Work,jason0@aol.com
140,26,Prasanna,E,Samarawickrama,,Production Technician - WC20,339233463,1947-06-01,M,M,2/23/2004 0:00,0,5,22,129-555-0199,Cell,prasanna0@safe-mail.net
290,287,Ranjit,R,Varkey Chudukatil,,Sales Representative,134219713,1969-10-31,S,M,7/1/2006 0:00,1,34,37,1 (11) 500 555-0117,Cell,ranjit0@adventure-works.com
5,25,Gail,A,Erickson,,Design Engineer,695256908,1946-10-29,M,F,2/6/2002 0:00,1,5,22,849-555-0139,Cell,gail0@gmail.com
252,250,Arvind,B,Rao,,Buyer,792847334,1968-09-21,M,M,4/1/2003 0:00,0,60,50,848-555-0163,Cell,arvind0@adventure-works.com
266,263,Peter,I,Connelly,,Network Administrator,672243793,1974-06-29,S,M,3/27/2003 0:00,0,69,54,310-555-0133,Work,peter1@adventure-works.com
233,227,Magnus,E,Hedlund,,Facilities Administrative Assistant,552560652,1965-09-27,M,M,1/22/2004 0:00,0,87,63,583-555-0182,Work,magnus0@adventure-works.com
83,26,Patrick,M,Cook,,Production Technician - WC40,988315686,1968-01-24,M,M,3/15/2004 0:00,0,61,50,425-555-0117,Cell,patrick1@adventure-works.com
251,250,Mikael,Q,Sandberg,,Buyer,603686790,1978-09-18,S,M,3/14/2003 0:00,0,59,49,309-555-0170,Work,mikael0@safe-mail.net
241,249,David,J,Liu,,Accounts Manager,30845,1977-08-08,M,M,3/3/2003 0:00,1,57,48,646-555-0185,Work,david6@adventure-works.com
25,1,James,R,Hamilton,,Vice President of Production,519899904,1977-02-07,S,M,3/7/2003 0:00,1,64,52,870-555-0122,Work,james1@adventure-works.com
108,26,Jinghao,K,Liu,,Production Supervisor - WC50,630184120,1983-03-09,S,M,1/9/2003 0:00,0,77,58,794-555-0159,Cell,jinghao0@adventure-works.com
239,235,Mindy,C,Martin,,Benefits Specialist,619308550,1978-12-22,M,F,1/26/2003 0:00,0,51,45,522-555-0147,Work,mindy0@adventure-works.com
27,26,Jo,A,Brown,,Production Supervisor - WC60,446466105,1950-11-09,S,F,3/30/2002 0:00,0,80,60,632-555-0129,Cell,jo0@adventure-works.com
186,26,Shane,S,Kim,,Production Supervisor - WC45,551834634,1984-06-24,S,M,3/12/2003 0:00,0,75,57,810-555-0178,Cell,shane0@hotmail.com
38,26,Kim,B,Abercrombie,,Production Technician - WC60,6298838,1961-01-14,M,F,2/17/2004 0:00,0,24,32,208-555-0114,Cell,kim1@yahoo.com
154,26,Raymond,K,Sam,,Production Technician - WC20,97728960,1961-04-02,M,M,1/24/2003 0:00,0,10,25,226-555-0197,Work,raymond0@safe-mail.net
114,26,Mindaugas,J,Krapauskas,,Production Technician - WC50,342607223,1972-06-07,M,M,2/14/2003 0:00,0,97,68,637-555-0120,Work,mindaugas0@hotmail.com
123,250,Vamsi,N,Kuppa,,Shipping and Receiving Clerk,337752649,1971-04-19,M,M,1/8/2003 0:00,0,95,67,937-555-0137,Work,vamsi0@hotmail.com
29,26,Mark,K,McArthur,,Production Technician - WC60,948320468,1973-10-26,S,M,2/24/2003 0:00,0,19,29,417-555-0154,Work,mark1@adventure-works.com
101,26,Houman,N,Pournasseh,,Production Technician - WC50,153288994,1965-09-30,M,M,2/26/2003 0:00,0,3,21,180-555-0136,Cell,houman0@aol.com
221,25,Chris,K,Norred,,Control Specialist,260805477,1981-06-26,M,M,4/7/2003 0:00,0,75,57,575-555-0126,Cell,chris1@adventure-works.com
18,16,John,L,Wood,,Marketing Specialist,222969461,1972-04-06,S,M,3/10/2005 0:00,0,48,44,486-555-0150,Work,john5@aol.com
46,26,Eugene,O,Kogan,,Production Technician - WC60,66073987,1970-03-13,S,M,3/12/2003 0:00,0,36,38,173-555-0179,Cell,eugene1@hotmail.com
202,26,Tawana,G,Nusbaum,,Production Technician - WC40,436757988,1983-12-12,S,M,3/9/2003 0:00,0,50,45,368-555-0113,Work,tawana0@adventure-works.com
289,287,Jae,B,Pak,,Sales Representative,668991357,1962-04-18,M,F,7/1/2006 0:00,1,37,38,1 (11) 500 555-0145,Work,jae0@aol.co.uk
288,287,Rachel,B,Valdez,,Sales Representative,954276278,1969-08-09,S,F,7/1/2007 0:00,1,35,37,1 (11) 500 555-0140,Cell,rachel0@adventure-works.com
999,1,Chadwick,,Smith,,BI Professor,123456789,1967-07-05,M,M,1/1/2004 0:00,0,55,47,555-887-9788,Work,chadwick.smith@rentpath.com
